country,activity_sector,number_of_full_time_employees,percentage_of_telework,annual_consumption_of_electricity,annual_consumption_of_natural_gas,annual_consumption_of_propane,annual_consumption_of_fuel,annual_consumption_of_coal,annual_consumption_of_refrigerant,annual_consumption_of_GPL,fuel_consumption_of_gasoline,fuel_consumption_of_diesel,consumption_of_LPG,number_of_short_haul_round_trip,number_of_medium_haul_round_trip,number_of_long_haul_round_trip,tons_of_air_freight_lt_3000,tons_of_air_freight_gt_3000,tons_of_sea_freight_lt_3000,tons_of_sea_freight_gt_3000,expenses_of_paper,expenses_of_small_office_supplies,built_area_of_company,number_of_light_duty_vehicles,number_of_commercial_vehicles,number_of_heavy_vehicles,number_of_desktop_computers,number_of_laptops,number_of_individual_printers,number_of_servers,number_of_multifunction_printers,number_of_flat_panel_screens,carbon_footprint
Australia,Finance,4954,93.63429476371557,670759.4977192167,178471.21324116533,20708.7105483748,312848.14011089323,2005.108570568599,4187.15036301875,72421.74685165135,73016.93443997297,94853.99711205333,89808.71149160703,281,225,132,5250.539469062204,14775.773208307772,37416.16856859628,3737.5255785268237,2621.6145501463293,4981.383946349518,5555.986769798805,159,73,30,381,776,185,78,180,845,2958885.9081738084
Australia,Retail,4712,83.43475066034064,874023.0254938941,130477.37127940523,57740.094662666386,123050.98388938452,2346.2943056635645,1304.2865589181124,115869.77556690341,200844.28562577622,268176.7496181995,199521.1275221268,17,135,185,9684.733912870155,3810.199596893009,10392.846352172803,28018.173368298936,56026.633792376364,32954.65020658036,77739.61986240455,59,54,90,145,334,231,4,33,1547,3515474.334984044
Japan,Manufacturing,622,56.47670039976603,357785.2255044142,243576.27729207338,87116.6584953826,171404.70866906166,4584.851368098988,548.284052439107,55767.901417862675,151887.31039542946,17980.59225665627,40010.06634269004,498,292,19,9226.975780738,12871.942271416656,4574.975344327104,6248.4901891979525,89240.28319785833,25305.440857541318,23040.214842817124,124,67,19,844,787,270,51,102,1664,2336631.005349969
Germany,Manufacturing,2890,43.073450641548575,962908.9939040861,150649.57118980677,21861.656298126974,85400.45502029476,6353.397398939918,1336.7202646728026,161770.36585432783,176190.86440318017,311661.26435667713,110073.418244923,150,114,134,7585.698266322069,15101.81698085422,18686.440713361775,8134.0568628603505,66206.97841876253,30315.1902221719,50579.96853294058,150,115,84,470,51,476,19,134,1237,3715954.933784984
Canada,Finance,920,32.47709599429792,911194.9333245235,247777.67525822442,38758.746894597105,179105.74938155088,1028.096508062597,4908.359078585583,178944.51056566433,208936.17249141046,327683.17376102484,108555.38207183387,413,134,87,563.815625430576,7516.750553946949,29519.738253256826,13241.85101326476,35495.13096474891,18454.27676588053,91582.09208174817,111,199,50,409,752,43,70,179,1356,4219979.7835670775
Japan,Retail,463,78.57376802632355,631486.889807587,5609.048168949859,106507.54123548378,141093.1207383938,3639.177274627885,4338.235249059593,36324.1169905276,407851.9668619489,66296.51871761166,28444.89075494332,271,209,92,6921.960958304385,15821.815949206224,2872.4273619609553,11565.590687506921,99640.10719251938,46340.77584320715,21582.900367228624,81,59,28,922,940,393,55,130,538,2535532.9511731374
Australia,Agriculture,425,50.976857848300604,121123.37261896505,441224.7296763145,20824.15377813216,416387.1340942805,5240.148169425708,816.6415529473725,130338.92093656951,97308.91365053646,236165.34173223132,132658.72016568342,201,285,17,2935.7273014661523,14772.779994176097,28615.812671196207,95210.08436053676,88124.84196547775,26621.253053917004,11849.928235089426,64,195,54,603,578,107,33,56,950,4379279.320274573
France,Transport,2862,1.213261596572901,893134.4915272505,294190.9836583504,75144.104703589,73763.2692583457,5455.1636683035995,4685.459565809844,176207.86759232404,418698.6355255083,306082.7918193414,103248.09881580486,76,235,155,3431.256961719188,15250.493342522826,10185.857789100888,99647.76801367117,1274.948276916706,44909.89236485813,23462.662567612446,118,69,93,540,12,149,11,27,181,4528146.304415162
Japan,Finance,89,57.03419212178231,127195.06687465603,244940.38097690156,182620.23880666395,211402.93492397116,2884.586158274982,2348.4862419182923,120133.353974127,310633.0299734933,2177.477762361046,161012.0923850092,121,16,9,5342.9630101375415,9114.14404716942,34831.20240069165,47220.26086715614,72589.21789848995,3750.279817285468,17462.894563343227,126,192,68,477,314,253,71,25,295,3327589.3548669373
USA,Retail,4873,85.70360851790576,525377.2365064484,240047.54250815863,94770.82408068447,180533.7977599845,6262.2714297800985,1801.6724238182608,36731.88894939523,218013.09957273895,284633.07882547844,145925.6139149009,397,95,108,9605.321713155683,16829.090194473538,40539.30143020901,85429.2297322767,14912.783766711698,35958.33474138245,40641.8717439399,163,29,15,327,745,158,31,28,1984,3433036.93532429
Australia,Finance,2689,60.65435744361805,24137.683874919094,382497.49983085756,120443.27733392346,95841.432610273,3012.3724067881462,2499.5650059521295,47793.574741902135,498250.56710097176,362814.2826238015,158693.95060853194,360,289,162,4497.7684583003875,15553.155642431882,49675.4967835372,77187.45853026965,42761.3420403033,36078.15191262052,38546.90422333755,73,150,84,559,1294,168,48,84,86,4673163.979452414
India,Agriculture,3586,7.052755476532868,158806.81782868152,273334.04646749067,40303.371128372746,158653.72117321365,196.65241126174848,369.3006790145487,43477.621482261886,249397.14959991965,275591.99568778806,157707.4538946895,241,72,153,7716.3414041327815,11233.51236209682,21396.232347499572,80531.30133460904,48086.72333344521,37791.61090025778,23444.980027804435,151,186,90,510,363,244,61,157,1029,3948758.5149437985
Canada,IT,1044,59.04437902994629,565913.3235157384,320536.3712756151,168593.92060517927,370524.24807719985,7586.907729257539,1471.6250641257695,52979.36588957537,283180.4145771281,493234.6212141093,45633.55531506965,414,169,55,7821.355833094137,12781.733455917121,25385.18193667394,99683.10118731993,8430.631474655534,13624.619735773389,92378.19914456223,45,11,82,359,1812,477,56,148,1039,4847381.8447032245
India,Finance,1748,74.98838513920462,6502.978396638754,398552.79447958455,121123.1612008696,403697.9774470366,4213.718321813889,4983.019806994472,150747.87783583815,475899.7464953423,464802.4921519057,198144.28217895675,43,71,127,9299.258233009334,6681.944349042663,9980.465663741956,71045.29686096773,60275.24764351113,33120.29641365238,18379.96658720082,97,156,8,813,423,325,24,121,1421,5390748.230990436
India,Finance,3540,73.85054346725528,155625.30199974138,427723.51631180564,192480.11848356042,176314.39306203072,9778.620857535703,4405.893865611394,143231.1569595651,144602.8392807778,227416.12912160787,128407.22816502517,31,216,4,8708.50107371588,17321.042958289683,11900.939057444237,89955.12634108964,7259.556463362169,34724.57603660933,57881.46021332484,156,46,65,678,1986,366,68,176,1443,3752951.90929199
Brazil,Healthcare,2131,54.15765425422047,224588.28167866974,276097.95068663673,51752.56366966341,191575.02494662238,1378.9169762339593,4948.01204824211,110113.19687862859,16444.192603979223,479043.97637692554,88279.75337361485,482,74,55,1848.717098912127,16053.633801975187,908.6717255343824,96650.87478040942,29461.117937614887,17495.72150298903,5855.71988607958,141,60,95,255,1118,295,15,173,1750,3828151.3387965453
France,Agriculture,1320,75.29555625684992,47538.54005531604,292114.41093736945,119908.8889155167,325991.0808664035,4086.527450319292,3957.6073496461163,27755.84772836166,440127.80590443476,304543.091749102,115896.52400973512,120,50,16,1445.555440789461,6114.160640254427,44999.43139061435,77531.91563594174,67333.25858772478,35277.65598678466,4839.202913521382,54,84,15,177,718,275,50,64,308,3972317.8445967347
USA,Agriculture,2048,11.788185978361144,581775.156550409,342326.0338810366,117533.20818918064,273400.58844210935,5821.355868631447,1114.9784076393494,106047.86125478151,474143.43470837275,253274.50148578157,8769.441534149935,264,99,191,1319.7861150722035,18098.499926461955,31299.31439009413,16148.972655720683,64472.94431427875,25424.689934367314,92732.8970112751,39,70,66,462,264,31,75,34,263,4398786.038539508
Australia,Retail,111,26.15258427418743,765097.8984734643,236140.01768383686,177483.38636768615,247514.26303575753,5234.037316915134,3744.2844902211427,3347.6348501433995,295061.446074688,208921.43391441542,123654.33173962517,317,125,49,5899.341304296115,17813.788091567487,13624.125157547174,9619.229752608571,59217.971146504366,6306.826901292952,9754.263852548847,53,13,71,663,1049,462,22,139,1449,3585649.3129605385
India,IT,3638,22.703664373517952,42352.53340691485,451591.70421334985,148249.6389800636,396694.0833975299,2503.5511971732917,558.3041082606827,12970.625185433548,82434.67804535077,412428.66166784405,67418.75570416846,120,28,197,8716.930646501885,1086.5479331380245,43514.710241839755,56293.03188940109,35113.38829771775,28667.70301256042,28829.314691121705,76,164,44,559,73,175,39,49,1475,4230370.136617384
Brazil,Finance,1044,34.86509861397098,419176.8227561958,271823.01350826037,32959.61975025259,451840.3851072584,9192.993882531677,3117.2630374644323,2795.6915419848906,208036.59210153503,165249.66596113922,29034.716576307117,169,253,133,9601.459196023323,4802.598648369216,49124.182012575475,44604.24058010669,30516.47518566649,18103.740780847973,50579.79021501243,45,56,86,762,515,89,40,80,1948,3835452.0687158136
Brazil,IT,3221,63.671368025820115,545015.278931554,462122.15660275455,169428.85432385196,170850.38901078596,5160.3608200201015,4549.1816903947765,168077.45634018857,226896.44713716177,360210.5568812306,102545.05013117485,311,21,36,1759.4571654895153,3022.9580621133123,3759.0609386136566,92881.9774250101,8159.698546820196,5659.795489566668,75159.9938567603,32,190,17,920,179,174,14,10,1592,4284685.998287198
China,Transport,4311,51.39871854332559,524721.2589523299,401771.7249030787,174463.55845524016,15680.459014272785,8452.891501392629,2135.2641149308656,107891.35513975739,58045.528699403716,282870.2181456373,181226.41758263705,492,78,72,7282.992508299489,3753.17914219889,44603.14215280135,28299.083140327442,52074.60866961547,33329.51424082434,49032.434701889426,164,192,94,269,762,157,38,46,149,3739177.929590291
India,Retail,403,46.70348825754017,487489.9488312662,181660.5873440409,106733.59874743813,188941.9006343666,7482.8319383345,3190.8727562080717,177962.26719248493,125672.68412573863,241792.10179632343,134262.54134290532,441,84,128,7943.451180137831,11637.275558010831,29740.200038716273,78358.31086327891,79870.91871063662,18975.458109192736,9128.396712093416,7,192,49,435,326,434,76,54,929,3561373.679638329
India,Agriculture,4108,56.38254420918138,100079.75656958063,331952.5206156524,97843.32858924137,155774.63453857476,4083.4754943961593,4031.644357742889,130624.58283012807,479743.2217816196,216646.48959073945,73497.5422998281,381,181,20,4189.355706752447,17184.632865219693,3205.868827017788,5466.32175658952,22148.46837011911,45457.98392850171,50322.567508182736,137,86,28,445,1971,398,62,48,131,3796223.286819289
UK,Agriculture,349,40.081734565706725,252580.88632933103,358458.19312921667,111459.80410380985,329714.04042508366,6724.240043184798,4827.460669492133,157756.5173412875,482237.6955820868,163390.72772544334,126629.82994721508,138,102,126,3167.795494951314,6196.282012994155,44672.75859814363,2229.450675568234,16366.846095784907,31533.450331097225,97686.78417642112,103,157,68,828,1060,127,62,195,854,4692215.278606826
France,Manufacturing,4247,96.47789190098939,928107.9029127227,233851.10324076648,10083.250990655612,398192.29219867976,1185.6240405050833,3884.512739087535,12789.414560987145,267319.8617866229,84017.28123577546,133892.17740541397,56,253,20,6667.117418307478,19231.571513497394,40007.45532346588,69558.1049842046,84124.07241836531,47071.59528284012,61092.082039374196,155,77,79,161,1186,322,21,49,708,4045258.027573683
Australia,Healthcare,3900,1.3341508752640285,187277.11197301166,353233.4195506776,128307.08524973269,156991.4527413348,9548.526987871302,2000.946642266263,163520.26099415775,231727.73035982964,467838.98222653853,39440.81251422964,230,249,133,3396.468026595545,19043.640971284512,10807.437600645353,12543.965370862308,41177.250232496066,4179.923338591916,22257.988433621616,22,64,42,71,174,269,94,73,100,3923345.6507939207
Australia,Healthcare,2850,30.845575627209033,785218.5338636416,120435.43878906299,18242.187531801555,40306.27792794006,6190.781440422929,912.8625803270696,115460.01205654732,267627.38591961033,131495.46960697378,121492.42262615019,28,18,7,1981.1208510201584,16282.514714633982,29555.911658769706,14452.846475225444,28141.284491703424,30020.157735331515,36500.992849331196,68,104,77,371,16,49,85,56,823,2901469.0207573515
Canada,Retail,775,98.5573940447684,151270.0452485639,144532.3086442989,134419.24445990313,184628.75698916125,1131.7239269604672,3371.8977107275555,70647.6117880167,62899.331282957326,276973.1027435775,20996.913998520882,225,22,49,6766.510112529871,16560.81267531248,35452.20837479404,79985.57344008597,17039.033843623307,28485.776983341897,54409.11556919749,159,163,52,107,1820,445,72,96,773,2950489.7099895044
Germany,Healthcare,4380,92.37533001050508,742731.3761043214,321873.19389006414,187972.27358766287,243331.5873409886,8263.808635039697,1170.0142432195614,72441.0420562269,320797.86409420124,226340.97986825657,128979.73704844763,248,87,24,714.8467607301657,17849.25469859326,40208.89912500661,23910.037257164695,26399.641695067112,48337.358100666606,6349.2999994161455,148,38,99,867,276,24,25,126,1360,4249208.625279319
Germany,Manufacturing,1470,83.32839429087832,680436.8141976371,241410.48438141387,135635.53653489373,137627.48869206032,7955.588006058756,4839.55045719259,189574.0381930298,432402.647172478,388003.3398666028,187982.53052190057,274,146,114,6266.179924375003,19699.93430099636,18193.210742964668,26216.321953348852,34600.57918125414,32025.18778925945,65321.35211216095,151,151,36,626,971,312,27,63,398,4717362.016887724
China,IT,1727,15.503577419873416,992244.5151509529,191681.6748837778,94903.93386712097,174967.79476124956,3990.6362487901447,3901.430528589837,189124.35674549922,196221.54752045707,450526.40355061844,93546.51738125006,311,289,76,6255.455876117585,9086.066992030943,31720.443442645897,3304.535595956859,93345.25694434039,9292.638266064954,57094.88018929226,108,63,70,727,530,298,43,181,1616,4290242.264219258
Japan,Agriculture,2163,80.67716121967744,157967.12646349127,33322.86095910308,136005.69256151412,276337.31801905023,1434.4113633420586,3351.0424621700345,139379.03920494832,82193.21604465351,203143.33619442227,179088.48325171112,293,264,137,2078.4544473608466,6257.245391698308,40033.66766133342,17201.485949217353,51333.52773743561,40541.90194104541,46902.71819862815,96,128,66,753,1315,417,34,110,1950,3128432.0056385836
China,Finance,1615,9.222402156184973,279600.4632931968,491978.6666690462,133088.7707078089,368289.22792321973,3803.9547175046164,3979.7143065944642,158829.30224365825,366379.43914420187,419487.7398364151,112899.40164222667,38,171,121,6812.038015959605,11064.380788177117,37219.58290688297,9683.800568329016,12138.845017208407,28949.226921788533,51939.46897398613,195,141,40,164,232,162,91,64,1406,5331657.116613543
USA,Agriculture,4687,7.801808409903865,843461.6053984154,113952.25962372146,105092.98629061466,275883.2470981397,6113.092396147268,1533.028682155762,149691.1433340241,28730.216082092862,397703.38864525815,155260.145131047,327,50,119,6431.5069337608,2459.561946563302,12984.804660662187,94632.62093540105,91043.39784084728,35455.38251186095,70774.41068896874,170,94,15,239,931,46,41,65,1468,3711006.038396409
Japan,Retail,1791,8.097342411342169,559272.5407090556,311228.72667454026,159146.84219711748,203258.39921676574,8658.326945398996,128.95099801945975,156068.901384007,225942.46059591355,312135.15069630934,39092.98156822656,314,129,90,6136.378142619242,9949.304599332936,7407.489121154121,26836.574642563315,80160.5687539212,48304.56817603678,69258.42778204531,38,54,65,761,71,143,51,118,380,3804079.836667714
Brazil,Transport,4307,58.24157032249987,332900.70200788404,396065.036479181,185575.20256344872,443949.25272089604,2584.7133464409135,1848.1988614867023,142996.07577085157,460753.26969618973,442104.485220934,186267.00964573873,175,152,87,4985.5760749357905,7200.979379824852,42162.47346476014,61021.186994424206,67073.55068270194,3194.0104473195306,12526.911632061487,141,192,76,153,799,93,6,90,1525,5975303.125415578
India,Transport,2911,68.99243176542926,154737.58074432486,254004.01442025983,8956.480809670064,363021.3358902633,3894.288733850214,2759.344472300885,14762.960206062136,40411.7269029805,327508.742637267,45171.61031335706,257,222,145,933.4394831140502,19698.010841934236,20855.430281476427,54961.12394426102,39023.4441009826,37587.4410641556,63721.43590184211,55,81,68,945,792,50,22,91,1798,3502173.9058916317
UK,Retail,1185,25.60600447224465,559733.3394032302,289562.7467148001,183245.24755028216,428778.8113923018,9556.657807782012,4090.476009305602,125328.75620269001,416924.0059614849,486942.0541281362,133232.90981674675,402,5,175,808.236435574089,17382.0750190526,13776.82655938372,93744.0190404322,8561.117557473233,5674.281104986163,79182.16243694127,57,50,73,344,1,494,70,23,383,5438777.76933213
France,Healthcare,4395,65.29931492001576,485207.15652778867,265690.2335137417,77893.5737552982,346276.9316287809,7931.180707120355,4730.104953234612,117101.43917252343,205032.69433936672,193482.53169164198,129665.17267830217,60,35,180,9302.703381164056,9929.769314310932,418.2717382778589,6919.4271361365245,42917.95511221121,36265.19639763442,22681.164707485015,51,167,49,512,992,237,87,90,1297,3911995.906621486
UK,Finance,2428,45.81546590178904,250188.83798214476,318267.3443128155,35110.0390646544,172153.88168464997,5213.870825439108,273.58440903669566,72576.01371336155,86667.33494475027,184969.35708839458,138097.8354852794,415,257,37,7323.67456958391,807.9709866294781,44401.36599239492,35255.85749234227,64162.67219340644,8265.965755383246,70701.49170715443,132,34,10,255,1822,287,91,0,1409,2830083.9057062687
Germany,Agriculture,1117,97.35418617451047,630623.6531780106,208174.24194417484,12693.466130512299,257050.86342040796,4063.5270542817525,99.83218799066663,50135.227786679294,220296.23700587725,131336.43384192843,141851.34197639066,458,133,99,9122.767157051496,18385.869178019035,33538.68969528875,68512.44449967032,23862.901813304714,32969.195303147055,78627.8708184958,49,193,36,990,529,162,98,98,720,3586025.0492866994
Brazil,Healthcare,4450,34.412935847522654,684215.9851938665,178060.67808556792,162558.94915255197,373884.59897996986,6779.396804056687,2836.6504457729625,135461.81489511233,160402.6086408992,485245.78569837083,81161.70429358905,444,169,102,4950.657079845432,2271.7953358753152,27234.302214035695,35512.2741619961,43393.18008602322,45803.6507912494,68025.23423145279,61,22,79,318,704,23,43,99,1148,4405311.421986757
UK,Healthcare,2034,68.31900513747426,556490.6826240271,492587.2134515989,175805.86032265268,445842.9577023675,8324.096838458832,1432.1418883107146,347.74613019101787,104051.723282374,488528.1520801785,125457.1994010798,446,162,129,1022.7781041274764,2065.65195563547,14698.614512140552,59376.691051099115,84495.81523671585,13433.666741132909,84445.98844805131,83,103,4,816,197,162,3,167,492,4689366.398242015
Japan,IT,4793,12.791220614937016,667458.0651952542,186743.19415973724,190924.43500603252,298053.63915453304,1183.467511702675,4254.484131004633,96736.9172700371,451789.1750701966,381619.6853019056,88533.77170971439,476,94,192,3733.112663620245,10189.469892089632,24808.796749474288,80777.64267053986,82684.91396414487,28825.05541520729,70971.17863161273,105,82,59,184,1908,238,80,169,1049,4755711.036068306
Japan,IT,4863,5.874493888828958,259289.7438401823,223167.8982649269,124113.89021046321,329759.1555783981,9282.167901653474,4233.25747883447,15955.552106201543,196465.89952361814,240642.60155136947,20617.199816732977,319,98,76,1140.2623339431038,7922.86047722486,27054.712586287245,63941.82839222895,73999.53050675255,10778.639698594576,21025.512980719155,132,62,4,741,1719,408,77,29,1066,3188129.694540536
USA,Agriculture,519,62.59333948961815,905048.2447902354,81030.76571764717,12232.425021326642,426686.4026337099,1845.8058347052374,4884.821298488316,18427.565982472726,138403.08948939783,295268.68269077706,31736.125871258424,169,116,41,9452.483181692529,15921.959862642088,15453.935880757319,40076.96300985258,38725.89973968278,2856.0156303466765,36858.141572518376,81,71,55,123,1560,111,50,55,1675,3622767.171606142
China,Healthcare,2737,25.356332933290883,57722.49371092589,413602.5004407937,80706.16547872132,209509.05270245273,7109.886022683994,1136.3143549177917,100108.55069169828,244335.14335741935,304410.6075108477,51069.39193574584,6,77,41,1114.9580897178757,4370.782244184897,19300.32840022777,65592.46532231788,64502.98656373916,12129.363343026716,45308.29994873037,48,31,84,427,1328,432,68,192,568,3777769.605742439
France,Manufacturing,2309,91.49125173056625,174539.27263303322,386826.92067002546,35362.93719829664,214907.68505543773,1388.2155362859883,317.04116407940853,142164.47949035195,11829.565327945546,164309.157860549,147138.0534412206,342,177,159,9759.478503221631,627.0537440852663,14129.952692534991,59385.44174901597,47981.87983205267,44891.0579639934,8916.809905814775,52,24,8,346,1877,168,28,144,1174,2861887.572573414
Germany,Retail,3251,1.575044768828071,226393.18295155244,365961.2400593698,153091.658883063,464073.69218515663,1074.2680193825715,4474.707264577967,105785.3756547891,54747.72725934257,141817.25532649175,49958.36098305382,375,213,143,4111.224186510104,5537.039354175721,30123.81183186027,50691.58081078045,72414.77243265547,13353.609698969882,29893.398819856207,196,134,91,408,494,110,16,57,1486,4043844.8971930356
Germany,Transport,1854,94.1579328964182,953588.8403276909,434368.3291649973,177296.20396917203,432461.51885690034,1787.5886095905623,3408.2391014644695,104701.04874208792,101586.21171001985,235492.24969377526,177059.92829524167,374,295,149,3951.7786143209755,11305.902921747374,13578.133648595347,82081.94585059238,57157.93956338597,217.5199011225202,90277.47332330207,42,114,91,14,1347,380,81,199,1279,4906298.49156149
China,Manufacturing,2335,2.0465728806784544,290303.7140681442,9282.595505543555,35780.7161375328,284192.1652005732,359.7412025112301,4523.584723510775,15391.12929234987,465172.0776679637,217842.05690074438,184339.71748234515,64,142,92,6216.498962744516,8750.578448153694,6171.310145595716,39556.20733213882,22295.04577281221,13953.07940205718,66448.51983568774,185,4,35,535,1606,118,36,31,1743,3426706.791859781
USA,Retail,998,64.75831120940568,932184.1367610143,8981.946378404715,5696.8630205755935,490637.17944715277,9302.490014741237,3825.0882001535015,142372.0445645836,447318.69456698286,487614.8048784306,116371.79321021345,451,263,186,609.7286595056416,9294.71872819575,34512.12839025524,50185.790065217196,53190.631823989395,12482.612742639056,70802.63353674301,18,123,56,318,1774,216,9,141,793,5371638.867044024
UK,Finance,2235,84.40387762701974,479469.6067234845,488541.5291413544,140516.65103761718,483554.44510881416,1185.629640180399,2824.3633605983136,38098.780318276804,306372.3132216866,17443.269713942776,186208.11677836278,243,81,142,8024.586660902845,1848.0506641596016,17103.20080900021,33867.43996536845,71083.97813855005,32477.95467110856,63878.65896121653,194,102,20,442,1935,252,14,118,709,4315933.463339925
France,Finance,1170,42.99530565772889,719369.937169348,96025.40264650283,56075.70621066033,302134.6135326509,7909.127908119176,1901.527169587867,86216.69034796895,335260.8975564675,147088.12322630233,19395.536155469472,163,79,158,1308.4328300291247,8712.329094455576,33409.63683534706,77683.88794166765,46470.949955345735,13345.48620732031,59735.71391093138,167,92,47,872,990,472,24,78,547,3613946.3608519686
Australia,Manufacturing,842,66.00934482760545,281458.599129608,443645.53659883665,105629.10158953369,161189.4751099597,7359.645539776068,2683.1913358346037,160275.19106476966,47684.23017837198,67108.54726066772,27451.046299132664,205,67,116,8031.68191977051,8504.974344317556,49451.84807183089,96096.73383718915,69609.47784155773,29938.39769642622,59730.417313963575,89,18,28,851,1137,394,53,100,544,2783220.353704516
India,Healthcare,485,29.37196825228485,704726.3396259405,397282.24743500317,181168.76586353622,79091.45499438708,6775.444345859361,2206.649562891913,195010.84437104512,109747.85455978158,34927.17658892175,121059.18897463553,98,13,11,8848.55510642277,8788.462451427826,38274.53674802889,15832.509307268972,15151.015097594898,43666.06365720738,58655.61662369611,31,112,76,13,1677,400,36,16,27,3074159.5593157434
Brazil,Transport,1922,46.47347115673467,871004.4085894314,259926.26878958836,108115.09435354159,217617.44705107823,9307.126025084543,2729.314605345052,126545.24817530344,416557.3174436761,121390.43587580317,15083.995664995475,94,127,147,8788.641523229528,4866.907662073958,46865.87255893891,83342.73131171957,80282.40210174938,44736.931286171,98633.88485722095,105,65,50,341,1953,108,29,33,1912,3931327.7507853834
India,Healthcare,2852,17.309586098688623,579343.300242182,21498.717378635956,3664.7361581975347,388511.75579581043,9752.5029786648,4381.06929286539,107907.73531036153,485304.20518517896,226441.99567857926,159236.40223350658,132,256,43,649.5245384060765,16588.564849830822,43642.16458009934,30960.574939413298,45343.93985341299,23593.684063071647,8869.923666571172,179,116,51,588,1292,75,59,134,1690,4442973.4830344785
Japan,Agriculture,600,22.8935340367148,913267.7502254099,102779.41756851938,142116.68259188763,179057.67651398786,588.6214865315986,1668.276561602246,129920.35527449734,353421.61925921706,391818.20468656474,40722.04358456364,399,78,65,1298.2566055289358,18709.794055178998,10217.50536181465,60463.54711697435,98866.31141740161,3927.807349963658,65772.05109612584,179,91,73,416,281,181,72,160,455,4215326.799151151
Germany,Agriculture,2752,89.42912438342337,391938.8437769432,33241.95683979275,193520.8832894662,144858.97305846075,8946.706666177584,1125.2849727843595,119036.89795172343,259533.97570893128,225516.67301881046,175951.47334007572,345,181,177,2755.5031081958723,15076.300160047256,33331.276224704496,54375.545015720076,40327.629493586544,36856.45237564034,66125.26507743832,75,180,67,303,689,286,15,199,1635,3460936.997831998
India,Finance,703,71.02442307694547,622111.8285649292,389215.06298270077,180478.26388312783,341859.2422698927,42.90069344863645,87.2796054896774,163598.03234020853,31216.42323259455,291379.14142990665,42337.9278702162,182,165,45,1905.9547414218537,15431.20580189381,6022.537567439945,51511.702687955316,15038.687218634794,32558.219020067638,69221.2420812951,22,135,0,156,628,392,84,149,360,3690093.495780077
USA,Healthcare,2098,84.20670719974376,282053.7430073116,251711.89282184842,196995.87882528006,302445.56296815776,6977.083342463563,1793.897401123789,186751.68264920436,8217.584142747592,461483.5591809991,95457.12456606908,200,290,63,910.2361108061807,12542.34828448037,48244.42729339299,3018.370607442433,68146.70717754138,47424.050905461845,97574.41680907694,121,153,17,233,1217,26,55,120,1124,3908872.269492327
France,IT,2772,40.76130643714405,152713.8174657325,493227.7140727384,18369.901752576156,321809.4717782365,4130.722105618543,391.5469344600864,47457.49614485994,399786.0137768578,196708.74787862718,5800.740468114119,60,40,55,9774.983950008334,16526.386408186896,11170.177123046742,56257.84654300004,80654.90756039279,11241.210536417684,94252.97271063298,162,163,59,372,673,217,97,107,480,4428902.590130576
Germany,Finance,3812,12.760980413517743,166409.60995516877,268344.5296468976,189519.02590232942,25678.566536576298,402.92063180551673,3790.5617432645226,47588.64830299079,113848.80001722764,166921.2582884805,156677.70174047365,183,49,197,2913.6402461947864,19166.25634007338,19081.6894269389,50926.05934604789,87743.02604022574,31443.66765303669,27142.071585260088,80,39,69,463,1498,291,41,103,691,2572375.17556158
Germany,Agriculture,2831,91.27119172155564,446815.24709028815,56459.43931507757,178682.66626692523,223476.3975557688,4965.403041875465,252.2441922288221,188012.8820589138,149707.71495309132,28527.038103961677,36862.43069932307,220,232,8,3792.0918386768108,5435.018440307029,48298.70862636773,22910.081505573722,42384.73524101074,10088.710470608552,63881.552980945686,100,42,46,395,311,98,98,154,1659,2420947.4443167597
Canada,Retail,1777,96.58532473656332,937606.6764001921,50239.97361780158,45600.10344995957,405572.75453233387,3898.353870424559,3334.194190606935,95485.85441913879,120295.77909122108,349295.6694933877,166198.43837514444,448,55,130,8159.1710843679375,91.5643818698375,19585.316166725468,32198.489574814572,46884.097992352465,49993.2817102857,97301.98260578609,90,67,97,785,996,464,13,9,396,4169914.7554074368
Japan,Transport,1527,85.19765842901565,300698.5926598044,261972.18935304484,17459.768872298097,492368.291076978,2923.166255489411,3991.662057139432,151495.19671626535,54676.08345825142,75908.4884544629,73207.48161389152,487,165,188,7911.602836241235,8261.496897873762,39107.91333300904,30602.62805842462,90206.64578845035,6203.983370574629,56657.84178632454,7,188,74,443,1059,194,45,86,1113,3777137.525916387
Australia,Retail,219,56.30358374015181,98126.6025128702,291995.68728360534,187919.20838816726,59732.90185415941,2311.3424496238067,670.0641043857081,84808.84584286931,418055.137474392,63672.65698113189,13233.773529780834,24,264,17,4014.1591948838786,1281.1695214418983,45614.379964506705,94899.3805361948,43356.91453793249,31882.162585020356,23831.7280272325,64,164,80,38,774,108,77,32,101,3190829.412046068
Germany,Healthcare,805,50.11020975511078,449293.41140597616,77521.11257724481,50259.2690071741,361455.11953886086,7386.239249042927,3799.1490291618807,157545.00000306376,266008.4568123839,56789.762464704516,154853.027490485,193,108,36,4266.309453916625,6913.483147341993,1055.7158114083754,58604.206450740414,8174.079732849445,1629.5354016004824,29729.40674905656,63,14,16,822,670,276,49,115,1708,3016840.1616829596
